ID,BeekeeperID,PaPlantsID,BeePurchase,BeePurchaseVendorName,BeePurchaseStateOfOrigin,BeePurchasePackages,BeePurchaseNucleusColonies,BeePurchaseFullColonies,BeePurchaseQueens,BeePurchaseOther,OtherBeePurchaseSpecify,ColonyLossMakeup,ColonyLossMakeupOther,OtherColonyLossMakeupSpecify,ReQueenColonies,SupplementalFeed,TypeOfSupplementalFeed,SupplementalFeedOther,OtherSupplementalFeedSpecify,WhenSupplementalFeed,MiteCounts,SugarShakeYN,SugarShake,AlcoholWashYN,AlcoholWash,BottomBoardYN,BottomBoard,DroneSurveyYN,DroneSurvey,OtherMiteCountYN,OtherMiteCount,OtherMiteCountSpecify,AntibioticTreatments,TreatmentsForColonyHealthMitigation,TreatmentsForColonyHealthMitigationOther,OtherTreatmentsForColonyHealthMitigationSpecify,ColonyLossVarroaMiteYN,ColonyLossVarroaMite,ColonyLossStarvationYN,ColonyLossStarvation,ColonyLossBearsYN,ColonyLossBears,ColonyLossAmericanFoulbroodYN,ColonyLossAmericanFoulbrood,ColonyLossSwarmingYN,ColonyLossSwarming,ColonyLossPesticidesYN,ColonyLossPesticides,ColonyLossMitacidesYN,ColonyLossMitacides,OtherColonyLossYN,OtherColonyLoss,OtherColonyLossCausesSpecify,TravelOutsideVermont,ListLocations,OutOfStatePollination,OutOfStatePollinationCrops,OutOfStateOverwintering,OverwinteringCityAndState,OtherOutOfState,OtherOutOfStateSpecify,Opinion,NewBeekeeper,NotBeekeeper,Queens,NucleusColonies,Packages,FullColonies,Test,BeeKeeperStatus,LocationID,ColonyCount,AnnualColonyLoss,WinterColonyLoss,FallMiteCount,MiteNotes,CountyName,TownshipName,EffectiveStartDate,EffectiveEndDate,LastInspectionDate,YardType,Orientation,MixInd,StateCode,City,ZipCode,PerTotLoss,PerWintLoss
645,941,7MA,TRUE,Betterbee,10,18,0,0,0,0,NA,Purchase Packages,FALSE,NA,"Introduce mated queens, Introduce virgin queens, Queen cells, Re-queen themselves",TRUE,Sugar syrup,FALSE,NA,Fall,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,37,viruses,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Viruses- ""Very"" expensive hobby
Starting this year, I will be making own splits ad Nucs, also will start using some natural treatments",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007MA-7,24,5,5,NA,NA,Addison,Waltham Town,1-Jan-01,NA,2-Aug-96,Permanent,NA,N,VT,Vergennes,5491,0.172413793,0.172413793
645,941,7MA,TRUE,Betterbee,10,18,0,0,0,0,NA,Purchase Packages,FALSE,NA,"Introduce mated queens, Introduce virgin queens, Queen cells, Re-queen themselves",TRUE,Sugar syrup,FALSE,NA,Fall,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,37,viruses,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Viruses- ""Very"" expensive hobby
Starting this year, I will be making own splits ad Nucs, also will start using some natural treatments",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007MA-9,5,8,8,NA,NA,Addison,Shoreham Town,23-Jun-15,NA,NA,Permanent,NA,N,VT,Bridport,5734,0.615384615,0.615384615
645,941,7MA,TRUE,Betterbee,10,18,0,0,0,0,NA,Purchase Packages,FALSE,NA,"Introduce mated queens, Introduce virgin queens, Queen cells, Re-queen themselves",TRUE,Sugar syrup,FALSE,NA,Fall,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,37,viruses,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Viruses- ""Very"" expensive hobby
Starting this year, I will be making own splits ad Nucs, also will start using some natural treatments",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007MA-5,8,15,13,NA,NA,Addison,Ferrisburgh Town,1-Jan-01,NA,2-Aug-96,Permanent,NA,N,VT,Ferrisburg,5661,0.652173913,0.565217391
645,941,7MA,TRUE,Betterbee,10,18,0,0,0,0,NA,Purchase Packages,FALSE,NA,"Introduce mated queens, Introduce virgin queens, Queen cells, Re-queen themselves",TRUE,Sugar syrup,FALSE,NA,Fall,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,37,viruses,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Viruses- ""Very"" expensive hobby
Starting this year, I will be making own splits ad Nucs, also will start using some natural treatments",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007MA-6,0,NA,NA,NA,NA,Addison,New Haven Town,1-Jan-01,5/31/15 0:00,9-Oct-03,Permanent,NA,N,VT,New Haven,0,NA,NA
362,1015,7P1,TRUE,Walter Kelley Bees,17,1,0,0,0,0,NA,"Make Splits or Divides, Purchase Packages",FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,3,Unknown,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P1-1,3,5,5,NA,NA,Washington,Barre Town,1-Jan-01,NA,NA,Permanent,NA,N,VT,Barre,5641,0.625,0.625
363,1015,7P1,TRUE,Weeping Pine Farm and Apiaries,45,2,0,0,0,0,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P1-1,3,5,5,NA,NA,Washington,Barre Town,1-Jan-01,NA,NA,Permanent,NA,N,VT,Barre,5641,0.625,0.625
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-27,14,1,1,NA,<light>,Chittenden,Charlotte Town,30-May-13,NA,30-Sep-13,Permanent,NA,N,VT,Charlotte,0,0.066666667,0.066666667
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-7,14,2,2,NA,<light>,Chittenden,Shelburne Town,1-Jan-01,NA,23-Oct-08,Permanent,NA,N,VT,Shelburne,0,0.125,0.125
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-22,16,2,2,NA,<heavy>,Chittenden,Shelburne Town,1-Jan-11,NA,30-Sep-13,Permanent,NA,N,VT,Shelburne,0,0.111111111,0.111111111
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-26,19,2,2,NA,<heavy>,Chittenden,Hinesburg Town,30-May-13,NA,2-Jul-15,Permanent,NA,N,VT,Hinesburg,0,0.095238095,0.095238095
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-9,17,3,3,NA,<heavy>,Chittenden,Charlotte Town,1-Jan-01,NA,30-Sep-14,Permanent,NA,N,VT,E Charlotte,5445,0.15,0.15
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-28,20,3,3,NA,<light>,Chittenden,Shelburne Town,30-May-13,NA,NA,Permanent,NA,N,VT,Shelburne,0,0.130434783,0.130434783
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-25,11,4,4,NA,<light>,Washington,Worcester Town,1-Jan-01,NA,24-May-16,Permanent,NA,N,VT,Worcester,5682,0.266666667,0.266666667
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-24,14,6,6,NA,<heavy>,Chittenden,Hinesburg Town,1-Jan-11,NA,NA,Permanent,NA,N,VT,Hinesburg,0,0.3,0.3
556,1021,7P4,TRUE,Sleeping Bear Farms,9,0,0,0,42,0,NA,Make Splits or Divides,FALSE,NA,"Introduce mated queens, Queen cells",TRUE,Sugar syrup,FALSE,NA,Fall,TRUE,FALSE,0,FALSE,0,FALSE,0,TRUE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,TRUE,50,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Other beekeepers not treating mite bombs in August when the hives start dying and bees start robbing.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007P4-10,14,6,6,NA,<light>,Chittenden,Charlotte Town,1-Jan-01,NA,30-Sep-14,Permanent,NA,N,VT,Charlotte,5000,0.3,0.3
688,1046,7PM,TRUE,Vermont Beekeeping Supply,45,3,0,0,0,0,NA,Purchase Packages,FALSE,NA,Introduce mated queens,TRUE,"Pollen substitutes, Sugar syrup",FALSE,NA,"Fall, Spring",TRUE,FALSE,0,FALSE,0,TRUE,2,FALSE,0,FALSE,0,NA,TRUE,"Formic acid (Mite Away Quick Strips), Oxalic acid",FALSE,NA,FALSE,0,FALSE,0,FALSE,0,FALSE,0,TRUE,4,TRUE,3,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,3 hives lost & still had 42 lb. of honey - no mildew or reason except didn't eat the honey,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007PM-1,2,3,2,NA,NA,Washington,Berlin Town,1-Jan-01,NA,21-Apr-08,Permanent,NA,N,VT,Northfield,5663,0.6,0.4
71,1149,7VA,TRUE,Vermont Beekeeping Supply,NA,2,0,0,0,0,NA,Purchase Packages,FALSE,NA,Re-queen themselves,TRUE,Sugar syrup,FALSE,NA,Spring,TRUE,TRUE,1,FALSE,0,FALSE,0,TRUE,2,FALSE,0,NA,FALSE,Formic acid (Mite Away Quick Strips),FALSE,NA,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,"Varroa mites
Black bear",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,Active,0007VA-1,2,NA,NA,NA,NA,Washington,Plainfield Town,1-Jan-01,NA,6-Jun-88,Permanent,NA,N,VT,Plainfield,5667,NA,NA
788,1169,7VM,TRUE,"John Mailloux, Weeping Pines Apiary",10,10,0,0,0,0,NA,"Make Splits or Divides, Purchase Packages",FALSE,NA,Re-queen themselves,TRUE,Pollen substitutes,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Hopguard",FALSE,NA,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Too many people using pesticides and chemicals in gardens and flower gardens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007VM-1,7,10,8,NA,NA,Washington,Waterbury Town,1-Jan-01,NA,18-Jul-95,Permanent,NA,N,VT,Waterbury Center,5677,0.588235294,0.470588235
788,1169,7VM,TRUE,"John Mailloux, Weeping Pines Apiary",10,10,0,0,0,0,NA,"Make Splits or Divides, Purchase Packages",FALSE,NA,Re-queen themselves,TRUE,Pollen substitutes,FALSE,NA,NA,FALSE,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,"Formic acid (Mite Away Quick Strips), Hopguard",FALSE,NA,FALSE,0,TRUE,1,TRUE,1,FALSE,0,FALSE,0,FALSE,0,FALSE,0,FALSE,0,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,Too many people using pesticides and chemicals in gardens and flower gardens,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Active,0007VM-2,6,4,4,NA,NA,Washington,Waterbury Town,5-Jul-16,NA,NA,Permanent,NA,N,VT,Waterbury Center,5677,0.4,0.4
