PaPlantsID,BeekeeperID,BeeKeeperStatus,LocationID,ColonyCount,AnnualColonyLoss,WinterColonyLoss,PerTotLoss,PerWinLoss,FallMiteCount,MiteNotes,CountyName,TownshipName,EffectiveStartDate,EffectiveEndDate,LastInspectionDate,YardType,Orientation,MixInd,StateCode,City,ZipCode,X_if_no_2017_Reg
0007WA,1217,Delinquent,0007WA-28,30,NA,NA,NA,NA,NA,,Chittenden,Hinesburg Town,1/1/01 0:00,,7/11/06 0:00,Permanent,,N,VT,Hinesburg,0,X
0007WA,1217,Delinquent,0007WA-29,30,NA,NA,NA,NA,NA,,Addison,Monkton Town,1/1/01 0:00,,9/17/09 0:00,Permanent,,N,VT,Monkton,0,X
0007WA,1217,Delinquent,0007WA-30,24,NA,NA,NA,NA,NA,,Addison,Ferrisburgh Town,1/1/01 0:00,,7/19/06 0:00,Migratory,,N,VT,Ferrisburg,0,X
0007WA,1217,Delinquent,0007WA-32,16,NA,NA,NA,NA,NA,,Addison,Shoreham Town,1/1/01 0:00,,10/4/06 0:00,Migratory,,N,VT,Shoreham,0,X
0007WA,1217,Delinquent,0007WA-36,2,NA,NA,NA,NA,NA,,Addison,Orwell Town,1/1/11 0:00,,10/4/13 0:00,Migratory,,N,VT,Orwell,5760,X
0007WA,1217,Delinquent,0007WA-38,46,NA,NA,NA,NA,NA,,,,9/7/17 0:00,,9/7/17 0:00,Migratory,,N,NH,piermont,3779,X
0007WA,1217,Delinquent,0007WA-39,104,NA,NA,NA,NA,NA,,Unknown,,9/7/17 0:00,,9/7/17 0:00,Migratory,,N,VT,bradford,5033,X
0007WM,1232,Delinquent,0007WM-1,3,NA,NA,NA,NA,NA,,Addison,Middlebury Town,1/1/01 0:00,,6/14/88 0:00,Permanent,,N,VT,Middlebury,5753,X
0007XK,1290,Delinquent,0007XK-1,1,NA,NA,NA,NA,NA,,Chittenden,Essex Town,1/1/01 0:00,,7/16/02 0:00,Permanent,,N,VT,Essex,5452,X
0007YJ,1334,Delinquent,0007YJ-1,3,NA,NA,NA,NA,NA,,Chittenden,Underhill Town,1/1/01 0:00,,8/24/16 0:00,Permanent,,N,VT,Underhill,5489,X
0007YJ,1334,Delinquent,0007YJ-2,0,NA,NA,NA,NA,NA,,Chittenden,Essex Town,1/1/01 0:00,6/1/15 0:00,5/15/00 0:00,Permanent,,N,VT,Essex,5907,X
866,1717,Delinquent,000866-1,8,NA,NA,NA,NA,NA,,Orange,Bradford Town,1/1/01 0:00,,6/12/01 0:00,Permanent,,N,VT,Bradford,,X
866,1717,Delinquent,000866-2,6,NA,NA,NA,NA,NA,,Orange,Corinth Town,1/1/01 0:00,,8/1/02 0:00,Permanent,,N,VT,Corinth,,X
866,1717,Delinquent,000866-3,0,NA,NA,NA,NA,NA,,Orange,Fairlee Town,1/1/01 0:00,,5/14/07 0:00,Permanent,,N,VT,Fairlee,5039,X
866,1717,Delinquent,000866-4,0,NA,NA,NA,NA,NA,,Orange,Bradford Town,1/1/01 0:00,,3/23/10 0:00,Permanent,,N,VT,Bradford,5033,X
866,1717,Delinquent,000866-5,1,NA,NA,NA,NA,NA,,Unknown,,6/2/17 0:00,,5/18/17 0:00,Permanent,,N,VT,Thetford,5075,X
00086A,1722,Delinquent,00086A-1,1,NA,NA,NA,NA,NA,,Orange,,1/1/01 0:00,,10/6/05 0:00,Permanent,,N,VT,Corinth,5040,X
889,1834,Delinquent,000889-1,NA,NA,NA,NA,NA,NA,,Orange,Williamstown Town,1/1/01 0:00,,,Permanent,,N,VT,Williamstown,,X
898,1893,Delinquent,000898-1,1,NA,NA,NA,NA,NA,,Lamoille,Waterville Town,1/1/01 0:00,,7/11/88 0:00,Permanent,,N,VT,Waterville,5492,X
825,2290,Delinquent,000825-1,3,NA,NA,NA,NA,NA,,Windsor,Sharon Town,1/1/01 0:00,,7/13/11 0:00,Permanent,,N,VT,Sharon,5065,X
0007ZB,2466,Delinquent,0007ZB-1,1,NA,NA,NA,NA,NA,,Bennington,Shaftsbury Town,1/1/01 0:00,,8/31/16 0:00,Permanent,,N,VT,Shaftsbury,5257,X
0008J4,2776,Delinquent,0008J4-1,2,NA,NA,NA,NA,NA,,Franklin,Fairfax Town,1/1/01 0:00,,8/10/99 0:00,Permanent,,N,VT,Fairfax,5454,X
0008K8,2820,Delinquent,0008K8-1,3,NA,NA,NA,NA,NA,,Franklin,Fairfax Town,1/1/01 0:00,,,Permanent,,N,VT,Fairfax,5454,X
0008KB,2824,Delinquent,0008KB-1,1,NA,NA,NA,NA,NA,,Orange,Braintree Town,1/1/01 0:00,,7/27/17 0:00,Permanent,,N,VT,Braintree,5060,X
0007Z5,2834,Delinquent,0007Z5-4,1,NA,NA,NA,NA,NA,,Windsor,West Windsor Town,1/1/01 0:00,,6/27/05 0:00,Permanent,,N,VT,West Windsor,0,X
0008F2,2844,Delinquent,0008F2-1,2,NA,NA,NA,NA,NA,,Addison,Leicester Town,1/1/01 0:00,,7/27/94 0:00,Permanent,,N,VT,Leicester,5733,X
0008M1,2865,Delinquent,0008M1-1,2,NA,NA,NA,NA,NA,,Franklin,Berkshire Town,1/1/01 0:00,,10/24/96 0:00,Permanent,,N,VT,Enosburg Falls,5450,X
0007DJ,2870,Delinquent,0007DJ-10,30,NA,NA,NA,NA,NA,,Addison,,5/19/16 0:00,,6/30/16 0:00,Permanent,180,N,VT,New Haven,5472,X
751,2907,Delinquent,000751-1,6,NA,NA,NA,NA,NA,,Orange,Williamstown Town,1/1/01 0:00,,9/13/05 0:00,Permanent,,N,VT,Williamstown,5679,X
0007P8,2958,Delinquent,0007P8-1,1,NA,NA,NA,NA,NA,,Chittenden,Burlington City,1/1/01 0:00,,7/28/00 0:00,Permanent,,N,VT,Burlington,5401,X
0007NZ,2959,Delinquent,0007NZ-1,4,NA,NA,NA,NA,NA,,Chittenden,Burlington City,1/1/01 0:00,,7/5/16 0:00,Permanent,,N,VT,Burlington,5401,X
0008DH,2964,Delinquent,0008DH-1,0,NA,NA,NA,NA,NA,,Franklin,Swanton Town,1/1/01 0:00,,7/16/98 0:00,Permanent,,N,VT,Swanton,5488,X
0008DH,2964,Delinquent,0008DH-2,8,NA,NA,NA,NA,NA,,Franklin,Fairfield Town,1/1/01 0:00,,6/15/09 0:00,Permanent,,N,VT,Fairfield,5455,X
00088B,2968,Delinquent,00088B-1,1,NA,NA,NA,NA,NA,,Chittenden,Underhill Town,1/1/01 0:00,,4/25/03 0:00,Permanent,,N,VT,Underhill,5489,X
0007Z4,2973,Delinquent,0007Z4-1,2,NA,NA,NA,NA,NA,,Windsor,Weathersfield Town,1/1/01 0:00,,9/4/96 0:00,Permanent,,N,VT,Perkinsville,5151,X
871,2992,Delinquent,000871-1,9,NA,NA,NA,NA,NA,,Orange,Randolph Town,1/1/01 0:00,,5/18/06 0:00,Permanent,,N,VT,Randolph,,X
871,2992,Delinquent,000871-2,5,NA,NA,NA,NA,NA,,Orange,Randolph Town,1/1/01 0:00,,7/28/17 0:00,Permanent,,N,VT,Randolph,,X
871,2992,Delinquent,000871-3,7,NA,NA,NA,NA,NA,,Orange,Randolph Town,1/1/01 0:00,,7/28/17 0:00,Permanent,,N,VT,Randolph,,X
871,2992,Delinquent,000871-4,8,NA,NA,NA,NA,NA,,Windsor,Royalton Town,1/1/01 0:00,,10/24/08 0:00,Permanent,,N,VT,Royalton,,X
871,2992,Delinquent,000871-5,6,NA,NA,NA,NA,NA,,Windsor,Royalton Town,1/1/01 0:00,,7/28/17 0:00,Permanent,,N,VT,Royalton,,X
871,2992,Delinquent,000871-6,9,NA,NA,NA,NA,NA,,Windsor,Royalton Town,1/1/01 0:00,,7/28/17 0:00,Permanent,,N,VT,South Royalton,5068,X
0007MH,3006,Delinquent,0007MH-1,2,NA,NA,NA,NA,NA,,Rutland,Wallingford Town,1/1/01 0:00,,6/22/15 0:00,Permanent,,N,VT,Cuttingsville,5738,X
0007B3,3015,Delinquent,0007B3-1,2,NA,NA,NA,NA,NA,,Chittenden,Essex Town,1/1/01 0:00,,7/24/97 0:00,Permanent,,N,VT,Essex Junction,5452,X
00081D,3059,Delinquent,00081D-1,5,NA,NA,NA,NA,NA,,Bennington,Sandgate Town,1/1/01 0:00,,10/10/13 0:00,Permanent,,N,VT,Sandgate,5250,X
00081D,3059,Delinquent,00081D-2,5,NA,NA,NA,NA,NA,,Bennington,Sandgate Town,6/15/15 0:00,,,Permanent,,N,VT,Sandgate,5201,X
00087P,3072,Delinquent,00087P-3,10,NA,NA,NA,NA,NA,,Franklin,Georgia Town,1/1/01 0:00,,5/19/15 0:00,Permanent,,N,VT,Georgia,0,X
00087P,3072,Delinquent,00087P-7,11,NA,NA,NA,NA,NA,,Franklin,Saint Albans Town,4/15/10 0:00,,5/20/11 0:00,Permanent,,N,VT,St. Albans,0,X
00087P,3072,Delinquent,00087P-8,17,NA,NA,NA,NA,NA,,Franklin,Saint Albans Town,5/1/11 0:00,,10/1/13 0:00,Permanent,,N,VT,St. Albans,5478,X
00087P,3072,Delinquent,00087P-9,66,NA,NA,NA,NA,NA,,Franklin,Saint Albans City,3/3/12 0:00,,5/5/16 0:00,Permanent,,N,VT,St. Albans,5478,X
00070K,3111,Delinquent,00070K-1,2,NA,NA,NA,NA,NA,,Windham,Brattleboro Town,1/1/01 0:00,,7/17/01 0:00,Permanent,,N,VT,Brattleboro,5301,X
0007JB,3161,Delinquent,0007JB-1,1,NA,NA,NA,NA,NA,,Caledonia,Saint Johnsbury Town,1/1/01 0:00,,,Permanent,,N,VT,St. Johnsbury,5819,X
814,3178,Delinquent,000814-1,2,NA,NA,NA,NA,NA,,Chittenden,Westford Town,1/1/01 0:00,,8/23/16 0:00,Permanent,,N,VT,Westford,05494-9792,X
00088H,3222,Delinquent,00088H-1,32,NA,NA,NA,NA,NA,,Orleans,Newport Town,1/1/01 0:00,,8/18/15 0:00,Permanent,,N,VT,Newport Town,5857,X
00088H,3222,Delinquent,00088H-4,32,NA,NA,NA,NA,NA,,Lamoille,Johnson Town,1/1/01 0:00,,,Permanent,,N,VT,Johnson,0,X
00088H,3222,Delinquent,00088H-9,32,NA,NA,NA,NA,NA,,Orleans,Westfield Town,5/1/10 0:00,,5/12/16 0:00,Permanent,,N,VT,Westfield,5874,X
00088H,3222,Delinquent,00088H-10,32,NA,NA,NA,NA,NA,,Orleans,Troy Town,1/1/12 0:00,,,Permanent,,N,VT,Troy,0,X
00088H,3222,Delinquent,00088H-11,32,NA,NA,NA,NA,NA,,Grand Isle,Alburgh Town,1/1/12 0:00,,4/30/15 0:00,Migratory,,N,VT,Alburgh,0,X
00088H,3222,Delinquent,00088H-13,32,NA,NA,NA,NA,NA,,Grand Isle,Alburgh Town,1/1/12 0:00,,10/3/14 0:00,Permanent,,N,VT,Alburgh Springs,0,X
00088H,3222,Delinquent,00088H-14,32,NA,NA,NA,NA,NA,,Grand Isle,Alburgh Town,1/1/12 0:00,,,Permanent,,N,VT,Alburgh,0,X
00088H,3222,Delinquent,00088H-15,32,NA,NA,NA,NA,NA,,Grand Isle,Alburgh Town,1/1/12 0:00,,10/18/12 0:00,Migratory,,N,VT,Alburgh,0,X
00088H,3222,Delinquent,00088H-16,32,NA,NA,NA,NA,NA,,Franklin,Swanton Town,1/1/12 0:00,,10/29/14 0:00,Migratory,,N,VT,Swanton,0,X
00088H,3222,Delinquent,00088H-18,32,NA,NA,NA,NA,NA,,Grand Isle,Grand Isle Town,1/1/12 0:00,,,Migratory,,N,VT,Grand Isle,0,X
00088H,3222,Delinquent,00088H-19,32,NA,NA,NA,NA,NA,,Grand Isle,Alburgh Town,1/1/12 0:00,,,Migratory,,N,VT,Alburgh,0,X
00088H,3222,Delinquent,00088H-21,32,NA,NA,NA,NA,NA,,Grand Isle,Grand Isle Town,1/1/12 0:00,,10/1/14 0:00,Migratory,,N,VT,Grand Isle,0,X
00088H,3222,Delinquent,00088H-24,32,NA,NA,NA,NA,NA,,Grand Isle,South Hero Town,1/1/12 0:00,,9/25/14 0:00,Migratory,,N,VT,South Hero,0,X
00088H,3222,Delinquent,00088H-25,32,NA,NA,NA,NA,NA,,Grand Isle,South Hero Town,1/1/12 0:00,,10/1/14 0:00,Migratory,,N,VT,South Hero,0,X
00088H,3222,Delinquent,00088H-26,32,NA,NA,NA,NA,NA,,Grand Isle,North Hero Town,1/1/12 0:00,,10/27/14 0:00,Migratory,,N,VT,North Hero,0,X
00088H,3222,Delinquent,00088H-31,32,NA,NA,NA,NA,NA,,Grand Isle,Alburgh Town,10/9/13 0:00,,10/27/14 0:00,Migratory,,N,VT,Alburg,0,X
00088H,3222,Delinquent,00088H-32,32,NA,NA,NA,NA,NA,,Grand Isle,Alburgh Town,4/1/13 0:00,,,Migratory,,N,VT,South Alburg,0,X
00088H,3222,Delinquent,00088H-33,32,NA,NA,NA,NA,NA,,Grand Isle,Grand Isle Town,5/1/14 0:00,,10/27/14 0:00,Migratory,,N,VT,Grand Isle,5000,X
