Date,Site,Block,Transect,Observer,StartTime,EndTime,Temp(C),Wind(m/s),RH(%),Total_plants,Total_Eggs,Total_1st,Total_2nd,Total_3rd,Total_4th,Total_5th,Total_Larvae,Total_Pupae,AdultsMale,AdultFemale,AdultUnknown,TotalAdult,Dead,Notes
7/10/18,Dewing,Central-D,1,EMW,14:30,NA,26,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/10/18,Dewing,Central-D,2,SPH,14:31,NA,26,NT,NT,50,3,0,0,0,0,0,0,0,0,0,0,0,0,
7/10/18,Dewing,West,1,EMW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,Thunderstorm rapidly aproaching!
7/10/18,Dewing,West,2,SPH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,Thunderstorm rapidly aproaching!
7/10/18,Borderview,North,1,EMW,7:50,8:10,22,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/10/18,Borderview,North,2,SPH,7:45,8:00,22,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1 adult after survey
7/10/18,Borderview,Central-B,1,EMW,8:20,8:40,23,NT,NT,50,1,0,0,0,0,0,0,0,0,0,1,1,0,
7/10/18,Borderview,Central-B,2,SPH,8:30,8:44,23,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/10/18,Borderview,South,1,EMW,9:00,9:15,24,NT,NT,50,0,0,0,0,0,0,0,0,0,0,10,10,0,
7/10/18,Borderview,South,2,SPH,9:00,9:21,24,NT,NT,50,0,0,0,0,0,0,0,0,0,1,4,5,0,
7/18/18,Borderview,South,1,EK,9:25,9:35,19.5,NT,NT,50,0,0,0,1,0,0,1,0,0,0,0,0,0,
7/18/18,Borderview,Central-B,1,EK,9:46,10:07,19.5,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Borderview,North,1,EK,10:09,10:19,19.5,NT,NT,50,2,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Borderview,South,2,SPH,9:25,9:35,19.5,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Borderview,Central-B,2,SPH,9:46,10:01,19.5,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Borderview,North,2,SPH,10:09,10:19,19.5,NT,NT,50,1,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Dewing,West,1,EK,7:17,7:38,17.5,NT,NT,50,2,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Dewing,Central-D,1,EK,7:40,7:55,17.5,NT,NT,50,3,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Dewing,East,1,EK,8:00,8:10,17.5,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Dewing,West,2,SPH,7:17,7:38,17.5,NT,NT,50,1,0,0,0,0,0,0,0,0,0,0,0,0,
7/18/18,Dewing,Central-D,2,SPH,7:40,7:55,17.5,NT,NT,50,0,0,0,0,,0,0,0,0,1,0,1,0,
7/18/18,Dewing,East,2,SPH,8:00,8:10,17.5,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Dewing,West,1,EMW,9:10,9:30,26.5,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Dewing,West,2,SPH,9:08,9:30,26.5,NT,NT,50,0,0,0,0,0,0,0,0,0,0,1,1,0,
7/24/18,Dewing,Central-D,1,EMW,9:35,9:50,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Dewing,Central-D,2,SPH,9:38,9:47,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Dewing,East,1,EMW,9:50,10:05,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Dewing,East,2,SPH,9:50,10:10,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Borderview,North,1,EMW,11:25,11:35,26,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Borderview,North,2,SPH,11:24,11:35,26,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Borderview,Central-B,1,EMW,11:45,12:00,26,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Borderview,Central-B,2,SPH,11:47,12:00,26,NT,NT,50,0,0,0,0,0,0,0,0,0,0,1,1,0,
7/24/18,Borderview,South,1,EMW,12:10,12:20,26,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/24/18,Borderview,South,2,SPH,12:15,12:30,26,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Borderview,South,2,SPH,8:15,8:33,22.8,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Borderview,Central-B,2,SPH,8:42,8:56,23,NT,NT,50,0,0,0,0,0,0,0,0,0,0,1,1,0,
7/31/18,Borderview,North,2,SPH,9:30,9:41,28,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Dewing,West,2,SPH,11:40,11:50,24.4,NT,NT,50,1,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Dewing,Central-D,2,SPH,11:55,12:05,24.4,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Dewing,East,2,SPH,12:10,12:20,24.4,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/07/18,Borderview,North,1,SPH,10:15,10:24,22.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,1,1,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Borderview,North,2,SPH,10:24,10:32,22.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Borderview,Central-B,1,SPH,10:45,10:54,22.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Borderview,Central-B,2,SPH,10:54,11:03,22.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Borderview,South,1,SPH,11:15,11:21,22.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Borderview,South,2,SPH,11:21,11:28,22.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Dewing,West,1,SPH,12:42,12:52,25,NT,NT,50,1,0,1,0,0,0,1,0,0,0,1,1,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Dewing,West,2,SPH,12:52,13:01,25,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Dewing,Central-D,1,SPH,13:05,13:13,25,NT,NT,50,2,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Dewing,Central-D,2,SPH,13:13,13:21,25,NT,NT,50,2,1,0,0,0,0,1,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Dewing,East,1,SPH,13:25,13:35,25,NT,NT,50,1,1,0,0,0,0,1,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/07/18,Dewing,East,2,SPH,13:35,13:45,25,NT,NT,50,2,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Dewing,West,1,SPH,13:00,13:06,26.7,NT,NT,50,1,0,0,0,0,0,0,0,0,0,1,1,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Dewing,West,2,SPH,13:07,13:13,26.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Dewing,Central-D,1,SPH,13:17,13:27,26.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,1,1,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Dewing,Central-D,2,SPH,13:27,13:36,26.7,NT,NT,50,0,0,1,0,0,0,1,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Dewing,East,1,SPH,13:39,13:47,26.7,NT,NT,50,0,0,0,0,0,0,0,0,0,0,2,2,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Dewing,East,2,SPH,13:47,13:55,26.7,NT,NT,50,1,1,0,0,0,0,1,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Borderview,South,1,SPH,15:35,15:40,28,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Borderview,South,2,SPH,15:40,15:46,28,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Borderview,Central-B,1,SPH,15:49,15:55,28,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Borderview,Central-B,2,SPH,15:55,16:01,28,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Borderview,North,1,SPH,16:09,16:17,28,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
8/14/18,Borderview,North,2,SPH,16:17,16:23,28,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Transect split post-facto. Detections randomly assigned to a transect. Start and end times split evenly in half
7/31/18,Borderview,South,1,EMW,8:15,8:35,22.8,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Borderview,Central-B,1,EMW,8:40,8:55,22.8,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Borderview,North,1,EMW,9:40,9:50,28,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Dewing,West,1,EMW,11:40,11:50,24.4,NT,NT,50,0,0,0,0,0,0,0,0,0,0,1,1,0,
7/31/18,Dewing,Central-D,1,EMW,11:55,12:05,24.4,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
7/31/18,Dewing,East,1,EMW,12:10,12:20,24.4,NT,NT,50,0,0,0,0,0,0,0,0,0,0,4,4,0,
8/21/18,Dewing,West,1,EMW,11:50,12:00,,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Dewing,Central-D,1,EMW,12:00,12:10,,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Dewing,East,1,EMW,12:15,12:25,,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Borderview,North,1,EMW,9:10,9:20,21,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Borderview,South,1,EMW,9:35,9:45,21,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Borderview,Central-B,1,EMW,10:05,10:15,21,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Borderview,North,2,SPH,9:10,9:20,21,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Borderview,South,2,SPH,9:30,9:37,21,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Borderview,Central-B,2,SPH,10:00,10:07,21,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Dewing,West,2,SPH,11:45,11:55,24,NT,NT,50,0,1,0,0,0,0,1,0,0,0,0,0,0,
8/21/18,Dewing,Central-D,2,SPH,11:59,12:10,24,NT,NT,50,3,0,0,0,0,0,0,0,0,0,0,0,0,
8/21/18,Dewing,East,2,SPH,12:12,12:25,24,NT,NT,50,0,0,0,,0,0,0,0,0,0,1,1,0,
8/27/18,Dewing,West,1,SPH,9:10,9:20,24,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Dewing,Central-D,1,SPH,9:32,9:39,24,NT,NT,50,0,0,0,0,0,0,0,0,0,0,1,1,0,
8/27/18,Dewing,East,1,SPH,9:48,9:52,24,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Dewing,West,2,SPH,9:20,9:30,24,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Dewing,Central-D,2,SPH,9:39,9:46,24,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Dewing,East,2,SPH,9:52,10:04,24,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,1 egg,
8/27/18,Borderview,South,1,SPH,11:30,11:33,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Borderview,Central-B,1,SPH,11:45,11:49,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Borderview,North,1,SPH,12:04,12:07,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Borderview,South,2,SPH,11:33,11:36,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Borderview,Central-B,2,SPH,11:49,11:53,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
8/27/18,Borderview,North,2,SPH,12:07,12:10,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Borderview,South,1,SPH,10:45,10:47,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Borderview,South,2,SPH,10:47,10:49,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Borderview,Central-B,1,SPH,10:56,10:58,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Borderview,Central-B,2,SPH,10:58,11:00,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Borderview,North,1,SPH,11:06,11:09,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Borderview,North,2,SPH,11:09,11:12,27,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Dewing,West,1,SPH,12:22,12:27,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Dewing,West,2,SPH,12:27,12:32,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Dewing,Central-D,1,SPH,13:00,13:05,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Dewing,Central-D,2,SPH,13:05,13:10,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Dewing,East,1,SPH,13:30,13:36,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
9/03/18,Dewing,East,2,SPH,13:36,13:42,29,NT,NT,50,0,0,0,0,0,0,0,0,0,0,0,0,0,
