Date,Site,Block,Transect,Observer,Temp(C),Wind(m/s),RH(%),Clouds(%),StartTime,EndTime,Flower,Flower abundance,BigBombus,Species list,SmallBombus,Species List,BigOrange,SmallOrange,Apis,BigBlack,SmallBlack,TinyBlack,Green,Flies,Other,Notes
6/26/18,Dewing,Central-D,2,SPH,24,0.4,27,10,13:54,14:04,Milkweed,1,0,,0,,0,0,2,4,0,0,0,5,,
6/26/18,Dewing,Central-D,2,SPH,24,0.4,27,10,13:54,14:04,Weeds,2,1,,0,,0,0,0,0,1,0,0,3,,
6/26/18,Dewing,East,2,SPH,24,0.4,27,10,14:30,14:40,Milkweed,NT,0,,0,,0,0,5,0,0,0,0,7,,
6/26/18,Dewing,East,2,SPH,24,0.4,27,10,14:30,14:40,Weeds,NT,1,borealis,0,,0,0,8,1,0,0,0,6,1 common ringlet,
6/26/18,Dewing,West,1,EMW,24,0.4,27,10,13:20,13:30,Milkweed,NT,0,,1,,0,0,2,0,1,0,0,0,,
6/26/18,Dewing,West,1,EMW,24,0.4,27,10,13:20,13:30,Weeds,NT,0,,0,,0,0,7,0,1,0,0,0,,
6/26/18,Dewing,Central-D,1,EMW,24,0.4,27,10,13:50,14:00,Milkweed,NT,0,,0,,0,0,3,0,0,0,0,0,,
6/26/18,Dewing,Central-D,1,EMW,24,0.4,27,10,13:50,14:00,Weeds,NT,0,,0,,0,0,0,0,0,0,0,0,,
6/26/18,Dewing,East,1,EMW,24,0.4,27,10,14:30,14:40,Milkweed,NT,0,,0,,0,0,1,0,0,0,0,0,,
6/26/18,Dewing,East,1,EMW,24,0.4,27,10,14:30,14:40,Weeds,NT,0,,0,,0,0,0,0,1,0,0,0,,
7/3/18,Borderview,South,1,EMW,30,1.8,57.2,0,12:10,12:20,Milkweed,,0,,8,,0,0,125,0,0,0,0,2,,
7/3/18,Borderview,South,1,EMW,30,1.8,57.2,0,12:10,12:20,Weeds,,0,,0,,0,0,2,0,0,0,0,0,,
7/3/18,Borderview,Central-B,1,EMW,30,1.8,57.2,0,12:45,12:57,Milkweed,,0,,5,,0,0,101,0,0,0,0,1,,
7/3/18,Borderview,Central-B,1,EMW,30,1.8,57.2,0,12:45,12:57,Weeds,,0,,0,,0,0,1,0,0,0,0,0,,
7/3/18,Borderview,North,1,EMW,30,1.8,57.2,0,13:25,13:35,Milkweed,,0,,7,,0,0,63,0,0,0,0,0,,
7/3/18,Borderview,North,1,EMW,30,1.8,57.2,0,13:25,13:35,Weeds,,0,,0,,0,0,1,0,0,0,0,0,,
7/3/18,Borderview,South,2,SPH,30,1.8,57.2,Sunny,12:06,12:16,Milkweed,3,0,,2,1 perplexus,0,0,57,0,0,0,0,2,,
7/3/18,Borderview,South,2,SPH,30,1.8,57.2,Sunny,12:06,12:16,Weeds,1,1,Xylocopa virginica,0,,0,0,0,0,1,0,0,0,,
7/3/18,Borderview,Central-B,2,SPH,30,1.8,57.2,Sunny,12:45,12:55,Milkweed,3,1,griseocollis,3,2 griseocollis,0,0,95,0,0,0,0,3,,
7/3/18,Borderview,Central-B,2,SPH,30,1.8,57.2,Sunny,12:45,12:55,Weeds,1,0,,0,,0,0,0,0,0,0,0,1,,
7/3/18,Borderview,North,2,SPH,30,1.8,57.2,Sunny,13:22,13:32,Milkweed,3,0,,13,"1 vagans, 1 impatiens, 2 terricola, 7 griseocollis, 1 ternarius",0,0,43,0,1,0,0,0,,
7/3/18,Borderview,North,2,SPH,30,1.8,57.2,Sunny,13:22,13:32,Weeds,1,0,,0,,0,0,0,0,0,0,0,0,,
7/3/18,Dewing,East,2,SPH,26.8,1.8,68.7,P. cloudy,8:53,9:03,Milkweed,1,0,,1,perplexus,0,0,9,0,1,0,0,9,1 lepidoptera,
7/3/18,Dewing,East,2,SPH,26.8,1.8,68.7,P. cloudy,8:53,9:03,Weeds,2,2,1 impatiens,1,impatiens,0,0,0,0,1,0,0,2,2 lepidoptera,
7/3/18,Dewing,Central-D,2,SPH,26.8,1.8,68.7,P. cloudy,9:34,9:44,Milkweed,2,0,,4,"2 vagans/sandersoni, 2 ternarius",0,0,20,0,0,0,0,6,,
7/3/18,Dewing,Central-D,2,SPH,26.8,1.8,68.7,P. cloudy,9:34,9:44,Weeds,1,1,borealis,0,,0,0,0,0,2,0,0,0,,
7/3/18,Dewing,West,2,SPH,26.8,1.8,68.7,P. cloudy,10:13,10:24,Milkweed,1,0,,1,,0,0,33,0,0,0,0,0,1 wasp,
7/3/18,Dewing,West,2,SPH,26.8,1.8,68.7,P. cloudy,10:13,10:24,Weeds,2,0,,0,,0,0,0,0,0,0,0,0,,
7/3/18,Dewing,East,1,EMW,26.8,1.8,68.7,P. cloudy,8:55,9:05,Milkweed,NT,0,,0,,0,0,14,0,0,0,0,24,4 Ladybugs,
7/3/18,Dewing,East,1,EMW,26.8,1.8,68.7,P. cloudy,8:55,9:05,Weeds,NT,0,,1,,0,0,1,0,0,0,0,1,,
7/3/18,Dewing,Central-D,1,EMW,26.8,1.8,68.7,P. cloudy,9:35,9:45,Milkweed,NT,0,,0,,0,0,40,0,0,0,0,1,1 Ladybug,
7/3/18,Dewing,Central-D,1,EMW,26.8,1.8,68.7,P. cloudy,9:35,9:45,Weeds,NT,0,,0,,0,0,1,0,0,0,0,1,,
7/3/18,Dewing,West,1,EMW,26.8,1.8,68.7,P. cloudy,10:13,10:24,Milkweed,NT,0,,1,,0,0,35,0,0,0,0,10,1 butterfly,
7/3/18,Dewing,West,1,EMW,26.8,1.8,68.7,P. cloudy,10:13,10:24,Weeds,NT,0,,0,,0,0,0,0,0,0,0,0,,
7/10/18,Borderview,South,2,SPH,24,0,62,50,9:22,9:32,Milkweed,1,0,,5,"3 griseocollis, 1 borealis",0,0,33,0,0,0,0,2,1 monarch,
7/10/18,Borderview,South,2,SPH,24,0,62,50,9:22,9:32,Weeds,2,0,,0,,0,0,0,0,0,1,0,2,0,
7/10/18,Borderview,Central-B,2,SPH,24,0,62,50,9:57,10:07,Milkweed,1,0,,7,"4 griseocollis, 1 terricola",0,0,24,0,0,0,0,1,1 monarch,
7/10/18,Borderview,Central-B,2,SPH,24,0,62,50,9:57,10:07,Weeds,2,0,,0,,0,0,0,0,0,1,0,0,1 wasp,
7/10/18,Borderview,North,2,SPH,24,0,62,50,10:37,10:19,Milkweed,1,0,,3,"2 griseocollis, 1 impatiens",0,0,28,0,0,0,0,2,1 monarch,
7/10/18,Borderview,North,2,SPH,24,0,62,50,10:37,10:19,Weeds,1,0,,0,,0,0,0,0,0,0,0,1,,
7/10/18,Borderview,South,1,EMW,24,0,62,30,9:15,9:25,Milkweed,Full,1,,1,,0,0,15,0,0,0,0,0,1 beetle,
7/10/18,Borderview,South,1,EMW,24,0,62,30,9:15,9:25,Weeds,Very Sparse,0,,0,,0,0,0,0,0,0,0,0,,
7/10/18,Borderview,Central-B,1,EMW,24,0,62,30,10:00,10:10,Milkweed,Mostly Full,0,,5,,0,0,52,0,0,0,0,0,,
7/10/18,Borderview,Central-B,1,EMW,24,0,62,30,10:00,10:10,Weeds,Medium,0,,0,,0,0,1,0,0,0,0,0,,
7/10/18,Borderview,North,1,EMW,24,0,62,30,10:37,10:48,Milkweed,Abundant,0,,2,,0,0,62,0,0,0,0,2,,
7/10/18,Borderview,North,1,EMW,24,0,62,30,10:37,10:48,Weeds,Sparse,0,,0,,0,0,0,0,0,0,0,0,,
7/10/18,Dewing,West,2,SPH,28,2,51,50,12:34,12:46,Milkweed,2,0,,1,rufocinctus,0,0,28,0,0,0,0,33,1 wasp,
7/10/18,Dewing,West,2,SPH,28,2,51,50,12:34,12:46,Weeds,1,0,,1,bimaculatus,0,0,1,0,0,0,0,0,,
7/10/18,Dewing,Central-D,2,SPH,28,2,51,50,13:02,13:12,Milkweed,1,0,,1,ternarius,0,0,9,0,0,1,1,23,,
7/10/18,Dewing,Central-D,2,SPH,28,2,51,50,13:02,13:12,Weeds,1,0,,0,,0,0,0,0,0,0,0,2,2 sulphur,
7/10/18,Dewing,East,2,SPH,28,2,51,50,13:40,13:56,Milkweed,1,0,,2,1 fernaldae drone,0,0,2,0,0,0,0,27,1 sulphur,
7/10/18,Dewing,East,2,SPH,28,2,51,50,13:40,13:56,Weeds,1,0,,8,"1 fernaldae drone, 1 bimac, 1 borealis, 3 ternarius",0,0,2,0,0,0,0,3,3 sulphur,
7/10/18,Dewing,West,1,EMW,28,2,51,50,12:35,12:45,Milkweed,Medium,0,,1,,0,1,49,0,0,0,0,31,,
7/10/18,Dewing,West,1,EMW,28,2,51,50,12:35,12:45,Weeds,Medium,0,,1,,0,0,0,0,0,0,0,0,,
7/10/18,Dewing,Central-D,1,EMW,28,2,51,50,13:05,13:15,Milkweed,"Patchy, Abundant",0,,2,,0,0,10,0,0,0,0,47,,
7/10/18,Dewing,Central-D,1,EMW,28,2,51,50,13:05,13:15,Weeds,Sparse in Most Areas,0,,1,,0,0,0,0,0,0,0,0,,
7/10/18,Dewing,East,1,EMW,28,2,51,50,13:40,13:50,Milkweed,Abundant,0,,2,,0,0,15,1,0,0,0,38,,
7/10/18,Dewing,East,1,EMW,28,2,51,50,13:40,13:50,Weeds,Sparse,0,,0,,0,0,0,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
